117,obj_armsrace,CP_BR_SYRK_OBJECTIVES/ARMSRACE_DESC1,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_armsrace_cs,,CP_BR_SYRK_OBJECTIVES/ARMSRACE_TITLE,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
118,obj_overwatch,CP_SUBURBS_OBJECTIVES/STADIUM_APPROACH,,1,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
119,obj_overwatch_bombs,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH_BOMBS,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
120,obj_overwatch_downloads,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH_DOWNLOADS,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
121,obj_overwatch_heli,CP_SUBURBS_OBJECTIVES/BOSS_HELI,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,4,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
122,obj_overwatch_tanks,CP_SUBURBS_OBJECTIVES/BOSS_TANKS,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
123,obj_overwatch_downloads,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH_DOWNLOADS,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_overwatch_create_script,,CP_SUBURBS_OBJECTIVES/OBJ_OVERWATCH,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
124,obj_iedrace,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE,,1,primary,,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
125,obj_iedrace_signal,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_SIGNAL,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,1,,,,,,
126,obj_iedrace_hacks,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_1,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,,,,,,
127,obj_iedrace_hacks_1,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_1,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,,,,,,
128,obj_iedrace_hacks_2,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_2,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,,,,,,
129,obj_iedrace_hacks_3,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_3,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,,,,,,
130,obj_iedrace_hacks_4,CP_SUBURBS_OBJECTIVES/OBJ_IEDRACE_GETTO_4,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_iedrace_create_script,,,,,,,,,,,
131,obj_tmtyl,CP_OBJ_TMTYL_DIALOGUE/OBJ_DESCRIPTION,,1,primary,icon_waypoint_objective_general,,,,,,,,,,1000,,,,,,,,,,cp_tmtyl_script,,CP_OBJ_TMTYL_DIALOGUE/TITLE,,,,,,,,,
132,event_bb_recovery,CP_STRIKE/OBJ_RECORDER,CP_STRIKE/HINT_RECORDER,,,icon_waypoint_objective_general,,,90,30,10,,,,,,,,,,,,,,,,,CP_STRIKE/OPTIONAL_EVENT,,,,,,,,,
133,raid_coop_defuse,,,1,primary,,,,,,,,,,,,,,,,,,,,,coop_defuse_cs,,COOP_BOMB_DEFUSAL/RESCUE_HVI,,,,,,,,,
134,safehouse_landlord_mnu,CP_LANDLORD/SAFEHOUSE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_landlord_cs,,,,,,,,,,,
135,safehouse_landlord,CP_LANDLORD/SELECT_MISSION,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_landlord_cs,,,,1,,,,,,,
136,safehouse_armsdealer_mnu,CP_ARMSDEALER/SAFEHOUSE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_armsdealer_cs,,,,,,,,,,,
137,safehouse_armsdealer,CP_ARMSDEALER/SELECT_MISSION,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_armsdealer_cs,,,,1,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
138,holdout,CP_FUBAR/HOLDOUT_LZ,,1,primary,icon_waypoint_objective_general,,,120,60,30,,,,,1000,,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,2,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
139,extract_lz,CP_FUBAR/EXTRACT_LZ,,1,primary,icon_waypoint_objective_general,,,,,,,,,,1000,,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,3,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
140,meet_with_informant,CP_PRISON_OBJECTIVES/MEET_THE_INFORMANT,,1,,,,0,,,,,,,,666,,,,,,,,,,cp_prison_break_cs,,,,,,,,,,,
141,go_to_the_prison,CP_PRISON_OBJECTIVES/GO_TO_PRISON,,0,primary,icon_waypoint_marker,51078,-39002,1151,0,,,,,,,,666,,,,,,,,,,cp_prison_break_cs,,,,,,,,,,,
142,checkin_weapons,CP_PRISON_OBJECTIVES/CHECKIN_YOUR_WEAPONS,,0,primary,icon_waypoint_marker,gun_checkin,script_noteworthy,0,30,15,5,,,,,666,,1,,,,,,,,cp_prison_break_cs,,,,,,,,,,,
143,find_hvi,CP_PRISON_OBJECTIVES/FIND_HVI,,0,primary,,,0,,,,,,,,666,,,,,,,,,,cp_prison_break_cs,,,,,,,,,,,
144,breakout,CP_PRISON_OBJECTIVES/ESCORT_HVI,,0,primary,icon_waypoint_marker,breakout_exfil,targetname,0,,,,,,,,666,,,,,,,,,,cp_prison_break_cs,,,,,,,,,,,
145,recover_nuclear_core,CP_FUBAR/RETRIEVE_NUCLEAR_CORE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,1,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
146,safehouse_return,CP_DWN_TWN_OBJECTIVES/GOTO_SAFEHOUSE,CP_STRIKE/SAFEHOUSE_REGROUP,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE,,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
147,safehouse_startmission, CP_DWN_TWN_OBJECTIVES/SAFEHOUSE_START, CP_DWN_TWN_OBJECTIVES/SAFEHOUSE_START,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
148,safehouse_return_timer,CP_STRIKE/REJOIN,CP_STRIKE/SAFEHOUSE_REGROUP,0,primary,,,,30,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
149,safehouse_armsdealer_return,CP_ARMSDEALER/RETURN,CP_ARMSDEALER/REGROUP_SF,0,primary,icon_waypoint_objective_general,armsdealer_safehouse_loadout,targetname,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_armsdealer_cs,,CP_ARMSDEALER/SAFEHOUSE,1,1,,CP_CHYRONS/ARMSDEALER_SH_RETURN_TITLE,CP_CHYRONS/ARMSDEALER_SH_RETURN_TIME,CP_CHYRONS/ARMSDEALER_SH_RETURN_LOCATION,CP_CHYRONS/ARMSDEALER_SH_RETURN_MISC,CP_CHYRONS/ARMSDEALER_SH_RETURN_SQUAD,
150,obj_payload_punish,CP_OBJ_PAYLOAD/PUNISH_DESC,,0,primary,,,,90,60,15,,,,,,1,1,,,,,,,,cp_payloadobjective_cs,,CP_OBJ_PAYLOAD/TITLE,1,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
151,safehouse_return,CP_DWN_TWN_OBJECTIVES/GOTO_SAFEHOUSE,CP_STRIKE/SAFEHOUSE_REGROUP,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE,,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
152,safehouse_return_exit,CP_DWN_TWN_OBJECTIVES/VA_BANK,CP_STRIKE/SAFEHOUSE_REGROUP,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE,,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
153,safehouse_startmission, CP_DWN_TWN_OBJECTIVES/SAFEHOUSE_START,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE_START,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
154,safehouse_return_timer,CP_STRIKE/REJOIN,CP_STRIKE/SAFEHOUSE_REGROUP,0,primary,,,,30,,,,,,,,,,,,,,,,1,,,CP_LANDLORD/OBJ_REGROUP_AT_STATION,1,,,,,,,,
155,safehouse_landlord_regroup_mnu,CP_LANDLORD/OBJ_REGROUP_AT_STATION,,1,primary,,,,,,,,,,,,,,,,,,,,,,,CP_LANDLORD/OBJ_REGROUP_AT_STATION,,,,,,,,,
156,safehouse_landlord_regroup,CP_LANDLORD/OBJ_REGROUP_AT_STATION,CP_STRIKE/SAFEHOUSE_REGROUP,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_LANDLORD/OBJ_REGROUP_AT_STATION,,,,,,,,,
