2350,,backpiece,ATTACHMENTS_TANGO/STOCK_MIXSTOCK_GENERAL,mixstock_sh_t9semiauto01,stockfold,icon_attachment_sh_t9semiauto_mixstock_01,ATTACHMENTS_TANGO/STOCK_DUSTER_FOLD_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,7,0,,ATTACHMENTS/MOD_SLIDE_SPEED|1,,,,,,,,0,,,
2351,,backpiece,ATTACHMENTS_TANGO/STOCK_MIXSTOCK2_SHOTGUN,mixstock_sh_t9semiauto02,stockcust,icon_attachment_sh_t9semiauto_mixstock_02,ATTACHMENTS_TANGO/STOCK_LIGHT_FOLD_SH_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-6,0,0,0,14,0,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|-1,,,,0,,,
2352,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP_9,extclip_sh_t9semiauto01,xmags,icon_attachment_sh_t9semiauto_extclip_01,ATTACHMENTS_TANGO/MAGS_EXT_SH_T9_DESC,,,,,,,0,0,0,0,0,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,,,,,0,,,
2353,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP2_12,extclip_sh_t9semiauto02,xmagslrg,icon_attachment_sh_t9semiauto_extclip_02,ATTACHMENTS_TANGO/MAGS_EXT3_SH_T9_DESC,,,,,,,0,0,0,0,0,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,,,,,0,,,
2354,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_OTHER,suppressor_sh_t9semiauto01,silencer,icon_attachment_sh_t9semiauto_suppressor_01,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_OTHER_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,-5,-5,0,0,7.5,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,,,,0,,,
2355,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_SHOTGUN,suppressor_sh_t9semiauto02,silencer2,icon_attachment_sh_t9semiauto_suppressor_02,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_SHOTGUN_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.25,-5,-5,0,-3.5,10,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_ADS_SPREAD|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,0,,,
2356,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_SHOTGUN_12GA,mixmuzzle_sh_t9semiauto01,silencer3,icon_attachment_sh_t9semiauto_mixmuzzle_01,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_SHOTGUN_12GA_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,7.5,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,,,,,,,,0,,,
2357,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_SHOTGUN,mixmuzzle_sh_t9semiauto02,silencer4,icon_attachment_sh_t9semiauto_mixmuzzle_02,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_SHOTGUN_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,-5,9,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,0,,,
2358,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_SHOTGUN,compensator_sh_t9semiauto01,comp,icon_attachment_sh_t9semiauto_compensator_01,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_SHOTGUN_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_PELLET_RADIUS|1,,,,,,,,0,,,
2359,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_SHOTGUN,compensator_sh_t9semiauto02,linearbrake,icon_attachment_sh_t9semiauto_compensator_02,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_SHOTGUN_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,0,0,,ATTACHMENTS/MOD_ADS_SPREAD|1,,,,,,,,0,,,
2360,,extra,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL,light_sh_t9semiauto01,laser,icon_attachment_sh_t9semiauto_light_01,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,,,,,,,,0,,,
2361,,extra,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL,light_sh_t9semiauto02,laserbalanced,icon_attachment_sh_t9semiauto_light_02,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,-4,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2362,,extra,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL,steadyaim_sh_t9semiauto01,laserads,icon_attachment_sh_t9semiauto_steadyaim_01,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,,,,,,,,0,,,
2363,,extra,ATTACHMENTS_TANGO/STEADYAIM_AR_T902,steadyaim_sh_t9semiauto02,laserrange,icon_attachment_sh_t9semiauto_steadyaim_02,ATTACHMENTS_TANGO/BODY_STEADYAIM2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-4,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,,0,,,
2364,,extra,ATTACHMENTS_TANGO/MIXBODY_AR_T901,mixbody_sh_t9semiauto01,lasermix,icon_attachment_sh_t9semiauto_mixbody_01,ATTACHMENTS_TANGO/BODY_MIXBODY_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE_ADS|1,,,,,,,,0,,,
2365,,extra,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL,mixbody_sh_t9semiauto02,lasermix2,icon_attachment_sh_t9semiauto_mixbody_02,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3,0,0,0,-3,-3,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,0,,,
2366,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_GRIP_FULLAUTO,grip_sm_t9handling01,gripvert,icon_attachment_sm_t9handling_grip_01,ATTACHMENTS_TANGO/UNDERBARREL_GRIP_FULLAUTO_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,,,,,,,,0,,,
2367,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_GRIP2_FULLAUTO,grip_sm_t9handling02,gripvertpro,icon_attachment_sm_t9handling_grip_02,ATTACHMENTS_TANGO/UNDERBARREL_GRIP2_FULLAUTO_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-5,0,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,,,,,,0,,,
2368,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP_GENERAL,speedgrip_sm_t9handling01,gripang,icon_attachment_sm_t9handling_speedgrip_01,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,7,0,,ATTACHMENTS/MOD_MELEE_QUICKNESS|1,,,,,,,,0,,,
2369,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP2_SMG,speedgrip_sm_t9handling02,gripangpro,icon_attachment_sm_t9handling_speedgrip_02,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP2_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,8.5,0,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,ATTACHMENTS/MOD_MELEE_QUICKNESS|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,0,,,
2370,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER_GENERAL,mixunder_sm_t9handling01,gripcust,icon_attachment_sm_t9handling_mixunder_01,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,5,0,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,,,,,,,,0,,,
2371,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER2_GENERAL,mixunder_sm_t9handling02,gripcust2,icon_attachment_sm_t9handling_mixunder_02,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,7,-3,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,0,,,
2372,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE_GENERAL,handle_sm_t9handling01,pistolgrip01,icon_attachment_sm_t9handling_handle_01,ATTACHMENTS_TANGO/HANDLE_HANDLE_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.75,0,0,0,0,0,,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,,,,,,,,0,,,
2373,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE2_GENERAL,handle_sm_t9handling02,pistolgrip02,icon_attachment_sm_t9handling_handle_02,ATTACHMENTS_TANGO/HANDLE_HANDLE2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,0,,,
2374,,reargrip,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW_GENERAL,quickdraw_sm_t9handling01,pistolgrip03,icon_attachment_sm_t9handling_quickdraw_01,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_TIME|1,,,,,,,,0,,,
2375,,reargrip,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW2_GENERAL,quickdraw_sm_t9handling02,pistolgrip04,icon_attachment_sm_t9handling_quickdraw_02,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW2_GRANULATED_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,8,-4,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2376,,reargrip,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE_GENERAL,mixhandle_sm_t9handling01,pistolgrip05,icon_attachment_sm_t9handling_mixhandle_01,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,2,2,,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_AIM_WHILE_GOING_PRONE|1,,,,,,,0,,,
2377,,reargrip,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE2_GENERAL,mixhandle_sm_t9handling02,pistolgrip06,icon_attachment_sm_t9handling_mixhandle_02,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,7,-4,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_AIM_WHILE_GOING_PRONE|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,0,,,
2378,,frontpiece,ATTACHMENTS_TANGO/BARREL_BARREL_SMG_HANDLING,barrel_sm_t9handling01,barlong,icon_attachment_sm_t9handling_barrel_01,ATTACHMENTS_TANGO/BARREL_BARREL_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,5,0,0,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|1,,,,,,,,0,,,
2379,,frontpiece,ATTACHMENTS_TANGO/BARREL_BARREL2_SMG_HANDLING,barrel_sm_t9handling02,barcust,icon_attachment_sm_t9handling_barrel_02,ATTACHMENTS_TANGO/BARREL_BARREL2_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,8,0,-5,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,,,,0,,,
2380,,frontpiece,ATTACHMENTS_TANGO/BARREL_HEAVY_SMG_HANDLING,heavy_sm_t9handling01,barshort,icon_attachment_sm_t9handling_heavy_01,ATTACHMENTS_TANGO/BARREL_HEAVY_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,7,0,0,0,0,,ATTACHMENTS/MOD_VEH_DAMAGE|1,,,,,,,,0,,,
2381,,frontpiece,ATTACHMENTS_TANGO/BARREL_HEAVY2_SMG_HANDLING,heavy_sm_t9handling02,barcust3,icon_attachment_sm_t9handling_heavy_02,ATTACHMENTS_TANGO/BARREL_HEAVY2_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,5,5,0,-2.5,0,,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|-1,,,,,,,0,,,
2382,,frontpiece,ATTACHMENTS_TANGO/BARREL_MIXBARREL_SMG_HANDLING,mixbarrel_sm_t9handling01,barmid,icon_attachment_sm_t9handling_mixbarrel_01,ATTACHMENTS_TANGO/BARREL_MIXBARREL_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,5,5,0,-7.5,0,,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,,0,,,
2383,,frontpiece,ATTACHMENTS_TANGO/BARREL_MIXBARREL2_SMG_HANDLING,mixbarrel_sm_t9handling02,barcust2,icon_attachment_sm_t9handling_mixbarrel_02,ATTACHMENTS_TANGO/BARREL_MIXBARREL2_SMG_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-5,5,10,0,0,-2.5,,ATTACHMENTS/MOD_DAMAGE|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_MAX_AMMO|-1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|-1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,0,,,
2384,,backpiece,ATTACHMENTS_TANGO/STOCK_STALKER_GENERAL,stalker_sm_t9handling01,stockl,icon_attachment_sm_t9handling_stalker_01,ATTACHMENTS_TANGO/DESC_STALKER_AR_T901,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|1,,,,,,,,0,,,
2385,,backpiece,ATTACHMENTS_TANGO/STOCK_STALKER2_GENERAL,stalker_sm_t9handling02,stockh,icon_attachment_sm_t9handling_stalker_02,ATTACHMENTS_TANGO/STOCK_STALKER3_LM_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-4,0,0,0,12,0,,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|-1,,,,,,0,,,
2386,,backpiece,ATTACHMENTS_TANGO/STOCK_SPRINTOUT_GENERAL,sprintout_sm_t9handling01,stocks,icon_attachment_sm_t9handling_sprintout_01,ATTACHMENTS_TANGO/STOCK_SPRINTOUT_WIRE_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,6,0,,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|1,,,,,,,,0,,,
2387,,backpiece,ATTACHMENTS_TANGO/STOCK_MARATHON_T9,sprintout_sm_t9handling02,stockno,icon_attachment_sm_t9handling_sprintout_02,ATTACHMENTS_TANGO/STOCK_MARATHON_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-4,0,0,0,15,0,,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|-1,,,,,,,0,,,
2388,,backpiece,ATTACHMENTS_TANGO/STOCK_MIXSTOCK_GENERAL,mixstock_sm_t9handling01,stockfold,icon_attachment_sm_t9handling_mixstock_01,ATTACHMENTS_TANGO/STOCK_MIXSTOCK_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,10,0,,ATTACHMENTS/MOD_SLIDE_SPEED|1,,,,,,,,0,,,
2389,,backpiece,ATTACHMENTS_TANGO/STOCK_MIXSTOCK2_GENERAL,mixstock_sm_t9handling02,stockcust,icon_attachment_sm_t9handling_mixstock_02,ATTACHMENTS_TANGO/STOCK_RAIDER_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-6,0,0,0,17,0,,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|-1,,,,,,0,,,
2390,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP_DRUM_45_T9,extclip_sm_t9handling01,xmags,icon_attachment_sm_t9handling_extclip_01,ATTACHMENTS_TANGO/MAG_EXTCLIP_DRUM_45_DESC,,,,,,,0,0,0,0,0,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,,,,,0,,,
2391,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP_STANAG_DRUM_55_T9,extclip_sm_t9handling02,xmagslrg,icon_attachment_sm_t9handling_extclip_02,ATTACHMENTS_TANGO/MAG_EXTCLIP2_DRUM_55_DESC,,,,,,,0,0,0,0,-2,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2392,,magazine,ATTACHMENTS_TANGO/MAG_FASTRELOAD_GENERAL,fastreload_sm_t9handling01,fastmags,icon_attachment_sm_t9handling_fastreload_01,ATTACHMENTS_TANGO/MAG_MIXCLIP2_SNIPER_DESC,,,,,,,0,0,0,0,0,2,,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,,,,,,,,0,,,
2393,,magazine,ATTACHMENTS_TANGO/MAG_FASTRELOAD2_GENERAL,fastreload_sm_t9handling02,fastmags2,icon_attachment_sm_t9handling_fastreload_02,ATTACHMENTS_TANGO/MAGS_STEEL_LOOP_T9_DESC,,,,,,,0,0,0,0,-1,3,,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,0,,,
2394,,magazine,ATTACHMENTS_TANGO/MAG_MIXCLIP_45,mixclip_sm_t9handling01,smags,icon_attachment_sm_t9handling_mixclip_01,ATTACHMENTS_TANGO/MAGS_SPEED_SM_T9_DESC,,,,,,,0,0,0,0,-2,3,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2395,,magazine,ATTACHMENTS_TANGO/MAG_MIXCLIP2_55,mixclip_sm_t9handling02,smags2,icon_attachment_sm_t9handling_mixclip_02,ATTACHMENTS_TANGO/MAGS_EXT2_SM_T9_DESC,,,,,,,0,0,0,0,-2.5,5,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2396,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_OTHER,suppressor_sm_t9handling01,silencer,icon_attachment_sm_t9handling_suppressor_01,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_OTHER_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,-5,-5,0,0,7.5,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,,,,0,,,
2397,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_OTHER,suppressor_sm_t9handling02,silencer2,icon_attachment_sm_t9handling_suppressor_02,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_OTHER_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.25,-5,-5,0,0,10,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,,,0,,,
2398,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_9MM,mixmuzzle_sm_t9handling01,silencer3,icon_attachment_sm_t9handling_mixmuzzle_01,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_9MM_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,7.5,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,,,,,,,,0,,,
2399,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_GENERAL,mixmuzzle_sm_t9handling02,silencer4,icon_attachment_sm_t9handling_mixmuzzle_02,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,1.5,0,0,0,-3.5,11,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,0,,,
2400,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_9MM,compensator_sm_t9handling01,comp,icon_attachment_sm_t9handling_compensator_01,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_9MM_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,5,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,,,,,,,,0,,,
2401,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_GENERAL,compensator_sm_t9handling02,linearbrake,icon_attachment_sm_t9handling_compensator_02,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,0,10,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,,,0,,,
2402,,extra,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL,light_sm_t9handling01,laser,icon_attachment_sm_t9handling_light_01,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,,,,,,,,0,,,
2403,,extra,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL,light_sm_t9handling02,laserbalanced,icon_attachment_sm_t9handling_light_02,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,-4,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2404,,extra,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL,steadyaim_sm_t9handling01,laserads,icon_attachment_sm_t9handling_steadyaim_01,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,,,,,,,,0,,,
2405,,extra,ATTACHMENTS_TANGO/STEADYAIM_AR_T902,steadyaim_sm_t9handling02,laserrange,icon_attachment_sm_t9handling_steadyaim_02,ATTACHMENTS_TANGO/BODY_STEADYAIM2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-4,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,,0,,,
